,energy low [eV],energy high [eV],fn,cn
0,1e-05,0.1,9.64657706596304,0.03656632
1,0.1,0.41399,1.4163004228421963,0.00766356
2,0.41399,0.53158,0.06881815483529752,0.0005304800000000001
3,0.53158,0.68256,0.06816105344961185,0.00053086
4,0.68256,0.87643,0.06769233488580119,0.0005297500000000001
5,0.87643,1.123,0.06696103197000276,0.00052886
6,1.123,1.44,0.06709333945184023,0.0005316499999999999
7,1.44,1.8554,0.06844966728032931,0.0005455000000000001
8,1.8554,2.3824,0.06760293214005539,0.00054467
9,2.3824,3.059,0.0678891961493556,0.00054747
10,3.059,3.9279,0.06810857631724497,0.0005510700000000001
11,3.9279,5.0435,0.06824453680400695,0.0005523100000000001
12,5.0435,6.476,0.06862814560628863,0.0005605200000000001
13,6.476,8.3153,0.06886944229764932,0.00056543
14,8.3153,10.677,0.06909356627707788,0.0005687399999999999
15,10.677,13.71,0.06949544124524445,0.00057512
16,13.71,17.604,0.06991630236020296,0.0005781899999999999
17,17.604,22.603,0.07011825641612693,0.0005828399999999999
18,22.603,29.023,0.07046092473932072,0.0005911
19,29.023,37.267,0.07081281486073152,0.00059622
20,37.267,47.851,0.07115144884566572,0.00060139
21,47.851,61.442,0.07155606433594384,0.0006111199999999999
22,61.442,78.893,0.07189854822344559,0.00061327
23,78.893,101.3,0.07218429070649054,0.0006209299999999999
24,101.3,130.07,0.07259079734891578,0.0006329999999999999
25,130.07,167.02,0.0730034497429885,0.00063609
26,167.02,214.45,0.0733857629309421,0.0006473299999999999
27,214.45,275.36,0.07386912416826813,0.00065241
28,275.36,353.57,0.07422241554393771,0.0006624300000000001
29,353.57,454.0,0.07467433250575335,0.0006782699999999999
30,454.0,582.95,0.07516097721470089,0.0006876399999999999
31,582.95,748.52,0.07557233519299222,0.0006971400000000001
32,748.52,961.12,0.07610977434872297,0.0007097
33,961.12,1234.1,0.07650199952107023,0.00071918
34,1234.1,1584.6,0.07720520146818213,0.00073359
35,1584.6,2034.7,0.07775790525272973,0.0007492499999999999
36,2034.7,2248.7,0.03135263374039884,0.00030441
37,2248.7,2485.2,0.03144239934225949,0.00030657999999999993
38,2485.2,2612.6,0.01572624147041952,0.00015615
39,2612.6,2746.5,0.01581738635846261,0.00015464
40,2746.5,3035.4,0.03165086799486013,0.00030983000000000003
41,3035.4,3354.6,0.03179692119918424,0.00031235999999999997
42,3354.6,3707.4,0.03192927205171499,0.00031955
43,3707.4,4307.4,0.048200708033709065,0.00048354
44,4307.4,5530.8,0.0811013585639663,0.0008226799999999999
45,5530.8,7101.7,0.08228959062125604,0.00084139
46,7101.7,9118.8,0.0838109520545709,0.0008732499999999999
47,9118.8,10595.0,0.051126976145815906,0.00053921
48,10595.0,11709.0,0.03436146689727656,0.00036584
49,11709.0,15034.0,0.08740355451797868,0.0009443
50,15034.0,19304.0,0.08989072723480004,0.00098686
51,19304.0,21875.0,0.04599269216130336,0.00051339
52,21875.0,23579.0,0.028019382692837862,0.00031279999999999996
53,23579.0,24176.0,0.009444374725026692,0.00010711
54,24176.0,24788.0,0.00946712773677404,0.00010779999999999999
55,24788.0,26058.0,0.018992602022230902,0.00021592999999999997
56,26058.0,27000.0,0.013595340057427293,0.00015439
57,27000.0,28501.0,0.02084873832439533,0.00023827999999999995
58,28501.0,31828.0,0.04309603820669754,0.0004961799999999999
59,31828.0,34307.0,0.029754316492614303,0.0003471
60,34307.0,40868.0,0.07147305935691303,0.0008413299999999998
61,40868.0,46309.0,0.0526918264828851,0.0006331799999999999
62,46309.0,52475.0,0.05444838091555877,0.0006607499999999999
63,52475.0,56562.0,0.03354969790932055,0.0004075
64,56562.0,67380.0,0.08093826420419481,0.00100637
65,67380.0,72024.0,0.031892159783760775,0.00040332
66,72024.0,79499.0,0.04856182297156188,0.00061653
67,79499.0,82503.0,0.018673132861121617,0.00023979999999999995
68,82503.0,86517.0,0.02420228811429285,0.00031346
69,86517.0,98036.0,0.06580877753082855,0.0008584499999999999
70,98036.0,111090.0,0.0687173537366186,0.00090453
71,111090.0,116790.0,0.028438094806042268,0.00038055
72,116790.0,122770.0,0.0288894840040542,0.00038635000000000004
73,122770.0,129070.0,0.029497173312001114,0.00039979
74,129070.0,135690.0,0.03009216800854942,0.00040565999999999996
75,135690.0,142640.0,0.030824366807213906,0.00042347999999999995
76,142640.0,149960.0,0.03156260156855467,0.00043445999999999996
77,149960.0,157640.0,0.03230317175956101,0.00044888
78,157640.0,165730.0,0.032992731402159206,0.00046279
79,165730.0,174220.0,0.03364612452152081,0.00047358999999999997
80,174220.0,183160.0,0.034496790960142416,0.0004888199999999999
81,183160.0,192550.0,0.03524638773297944,0.0005048
82,192550.0,202420.0,0.03628868105596341,0.00052757
83,202420.0,212800.0,0.03692579694723003,0.0005357900000000001
84,212800.0,223710.0,0.03787433365641155,0.0005545799999999999
85,223710.0,235180.0,0.038721177831175624,0.0005678199999999999
86,235180.0,247240.0,0.03955500855209503,0.00058809
87,247240.0,273240.0,0.0823927619214426,0.0012378100000000002
88,273240.0,287250.0,0.04275399828420533,0.00065111
89,287250.0,294520.0,0.02184437724680165,0.00033615
90,294520.0,297210.0,0.008030729495324887,0.00012247999999999998
91,297210.0,298490.0,0.003800402812073357,6.052000000000001e-05
92,298490.0,301970.0,0.010374994548777492,0.00015946
93,301970.0,333730.0,0.09183361978228753,0.0014288200000000001
94,333730.0,368830.0,0.09671943878830219,0.0015240899999999999
95,368830.0,387740.0,0.05051436157966975,0.00080356
96,387740.0,407620.0,0.05196296512472742,0.00083482
97,407620.0,450490.0,0.10792989657739642,0.0017647299999999997
98,450490.0,497870.0,0.11417839250631498,0.0019063499999999998
99,497870.0,523400.0,0.05961793621073025,0.0010068699999999998
100,523400.0,550230.0,0.061461098787467396,0.00104123
101,550230.0,578440.0,0.06306340426799215,0.0010790399999999999
102,578440.0,608100.0,0.06497259556776575,0.00112669
103,608100.0,639280.0,0.06699388440035621,0.0011692299999999998
104,639280.0,672060.0,0.06875623382813975,0.00121342
105,672060.0,706510.0,0.07066288861927258,0.00125925
106,706510.0,742740.0,0.07283012022787524,0.00131468
107,742740.0,780820.0,0.07473153907314488,0.00135979
108,780820.0,820850.0,0.07695836288044196,0.0014068699999999997
109,820850.0,862940.0,0.07907654905305359,0.00146522
110,862940.0,907180.0,0.08159488260327588,0.00152388
111,907180.0,961670.0,0.09838417997511298,0.00185496
112,961670.0,1002600.0,0.07241009243933184,0.0013754599999999998
113,1002600.0,1108000.0,0.1802797743834342,0.0034781
114,1108000.0,1164800.0,0.09417864187285886,0.00184293
115,1164800.0,1224600.0,0.09708465553707538,0.00191746
116,1224600.0,1287400.0,0.09976626936714003,0.00198294
117,1287400.0,1353400.0,0.10290087419243585,0.00205925
118,1353400.0,1422700.0,0.10589223284884763,0.00214725
119,1422700.0,1495700.0,0.10929260150096402,0.00223527
120,1495700.0,1572400.0,0.11275262170414387,0.00232495
121,1572400.0,1653000.0,0.11613188563510675,0.0024172100000000004
122,1653000.0,1737700.0,0.11964791436497332,0.00251324
123,1737700.0,1826800.0,0.12377404180213089,0.00262949
124,1826800.0,1920500.0,0.1277002727567182,0.0027341899999999996
125,1920500.0,2019000.0,0.13158068806052167,0.0028339199999999998
126,2019000.0,2122500.0,0.1357266489031454,0.0029551599999999996
127,2122500.0,2231300.0,0.1405627759895494,0.0030781599999999995
128,2231300.0,2306900.0,0.0960157663403825,0.00211653
129,2306900.0,2345700.0,0.048708567415978093,0.00108305
130,2345700.0,2365300.0,0.024623316999507462,0.00054601
131,2365300.0,2385100.0,0.024707018617828938,0.0005488299999999999
132,2385100.0,2466000.0,0.10054283020782813,0.0022449799999999997
133,2466000.0,2592400.0,0.15452358875859462,0.00347214
134,2592400.0,2725300.0,0.15960111092174012,0.0036068199999999993
135,2725300.0,2865000.0,0.16492301227957337,0.0037667300000000003
136,2865000.0,3011900.0,0.17067764549326486,0.0039222300000000005
137,3011900.0,3166400.0,0.17694098912382833,0.004093999999999999
138,3166400.0,3328700.0,0.182676847923401,0.00425979
139,3328700.0,3678800.0,0.3851968214133245,0.0091072
140,3678800.0,4065700.0,0.4133952595471597,0.00993063
141,4065700.0,4493300.0,0.44422747328039386,0.01082155
142,4493300.0,4723700.0,0.2348326395904893,0.005797080000000001
143,4723700.0,4965800.0,0.2432926747527107,0.006053289999999999
144,4965800.0,5220500.0,0.25310130362393923,0.00633479
145,5220500.0,5488100.0,0.2622022481355883,0.00662224
